provider,doc_time,time_date,title,link,desc
Вечерний Краснотурьинск,15.12.18 в 08:36,15.12.18,В Госдуму внесен законопроект об автономной работе российского сегмента интернета,http://krasnoturinsk.info/novosti/v-gosdumu-vnesen-zakonoproekt-ob-avtonomnoy-rabote-rossiyskogo-segmenta-interneta/,"Российские власти разрабатывают системы для автономной работы интернета как минимум с 2014 года, когда Минкомсвязи провело учения по отключению от международного интернета."
URA.Ru,15.12.18 в 05:50,15.12.18,В соцсетях высмеяли закон об автономном интернете в России,https://ura.news/news/1052363689,Предложение депутатов Госдумы РФ об автономном интернете рассмешило россиян в социальных сетях.
Novpressa.ru,15.12.18 в 05:21,15.12.18,"О суверенном мечать, о рунете",http://novpressa.ru/articles-politika.html?p2_articleid=5054,"В июле 2014 года Минкомсвязи провело учения, целью которых было протестировать устойчивость автономной работы интернета в России."
Усолье.Инфо,15.12.18 в 04:00,15.12.18,Работу Рунета предложили сделать автономной,http://usolie.info/news/obshchestvo/rabotu-runeta-predlozhili-sdelat-avtonomnoy.html,В Госдуму внесен законопроект об обеспечении автономной работы Интернета в России в случае отключения РФ от глобальной инфраструктуры мировой паутины.
Алтапресс,15.12.18 в 03:58,15.12.18,"В Госдуме решат, как сделать российский интернет независимым от общемирового",https://altapress.ru/politika/story/v-gosdume-reshat-kak-sdelat-rossiyskiy-internet-nezavisimim-ot-obshchemirovogo-233685,"Авторы идеи - депутат Андрей Луговой и сенаторы Андрей Клишас и Людмила Бокова - подчеркнули, что если у России будет автономный интернет..."
ФедералПресс,15.12.18 в 02:03,15.12.18,"Эксперт считает, что законопроект, защищающий Рунет, может помочь Российской экономике",http://fedpress.ru/news/77/society/2166873,"Напомним, в Госдуму был внесен законопроект, который сделает российский интернет автономным."
REGNUM,14.12.18 в 21:28,14.12.18,Комитет Госдумы намерен взвешенно подойти к предложению автономного Рунета,https://regnum.ru/news/2538092.html,"Законопроект об автономном российском интернете внесли в Госдуму члены Совфеда Андрей Клишас, Людмила Бокова и депутат Госдумы Андрей Луговой (ЛДПР)."
Политическая Экспертиза,14.12.18 в 21:27,14.12.18,Эксперт рассказал о перспективах законопроекта об автономной работе Рунета,https://politexpert.net/133442-ekspert-rasskazal-o-perspektivakh-zakonoproekta-ob-avtonomnoi-rabote-runeta,В документе говорится об обеспечении автономной работы Интернета. Таким образом Россия сможет защититься в случае отключения от мировой инфраструктуры.
Московский Комсомолец,14.12.18 в 21:13,14.12.18,"Эксперты объяснили, чем грозит гражданам законопроект об автономной работе Рунета",https://www.mk.ru/social/2018/12/14/eksperty-obyasnili-chem-grozit-grazhdanam-zakonoproekt-ob-avtonomnoy-rabote-runeta.html,Парламентарии говорят о правилах работы отечественного интернета в автономном режиме.
Фонтанка.Ру,14.12.18 в 21:17,14.12.18,"«Форвол или как там?» Депутат Андрей Луговой рассказал, зачем придумал «суверенный Интернет»",https://www.fontanka.ru/2018/12/14/114/,"Депутат Госдумы Андрей Луговой, сенаторы Андрей Клишас и его коллега Людмила Бокова внесли в парламент страны законопроект об автономном российском Интернете."
Пятый канал,14.12.18 в 20:26,14.12.18,В Минсвязи поддерживают проект закона об автономном интернете в России,https://www.5-tv.ru/news/232514/vminsvazi-podderzivaut-proekt-zakona-obavtonomnom-internete-vrossii/,"В ведомстве уверены, что именно такой закон нужен для обеспечения безопасности российского сегмента сети от внешних угроз. В Министерстве цифрового развития, связи и массовых коммуникаций России..."
Legal.Report,14.12.18 в 20:17,14.12.18,В Госдуму внесен законопроект о создании российского автономного интернета,https://legal.report/v-gosdumu-vnesen-zakonoproekt-o-sozdanii-rossijskogo-avtonomnogo-interneta/,"Фото: Pixabay В Госдуму 14 декабря внесен законопроект о создании специальной инфраструктуры в российском сегменте интернета, которая должна обеспечить автономную работу сети в случае зарубежных..."
Trust.ua,14.12.18 в 20:08,14.12.18,Интернетозамещение в РФ: власть готовится выключать трафик всей стране,http://www.trust.ua/news/165376-internetozamesenie-v-rf-vlast-gotovitsa-vyklucat-trafik-vsej-strane.html,Свободомыслие в Сети: решение проблемы по-российски Российские власти разрабатывают системы для автономной работы интернета как минимум с 2014 года.
ФедералПресс,14.12.18 в 19:58,14.12.18,Авторы нового законопроекта об автономности Рунета объяснили его значимость,http://fedpress.ru/news/77/society/2166853,"Создатели законопроекта, призванного сделать российский интернет автономным, объяснили цель и плюсы своей инициативы."
URA.Ru,14.12.18 в 19:36,14.12.18,Зачем России закон об «автономном интернете»,https://ura.news/articles/1036277117,"Законопроект об автономной работе российского сегмента интернета позволит обеспечить работоспособность отечественных интернет-ресурсов в случае обострения отношений с Западом, считают эксперты..."
REGNUM,14.12.18 в 19:30,14.12.18,Законопроект об автономном Рунете предполагает киберучения,https://regnum.ru/news/2538060.html,Законопроект об автономном интернете предполагает установку операторами связи «технических средств противодействия угрозам»...
Дело,14.12.18 в 19:24,14.12.18,Россия готовится к отключению от общемировой сети интернет,https://delo.ua/econonomyandpoliticsinukraine/rossija-gotovitsja-k-otkljucheniju-ot-obschemiro-348656/,"В Госдуму внесли законопроект об автономном российском интернете. Если РФ отключат от общемировой сети, то все управление интернетом перейдет в руки Роскомнадзору."
REGNUM,14.12.18 в 19:14,14.12.18,Законопроект об автономном российском интернете внесен в Госдуму,https://regnum.ru/news/2538054.html,"Создается инфраструктура, позволяющая обеспечить работоспособность российского сегмента интернета в случае невозможности подключения к зарубежным корневым серверам."
Lenta.ru,14.12.18 в 18:58,14.12.18,Необходимость создания автономного российского интернета объяснили,https://lenta.ru/news/2018/12/14/ugroza/,"Сенатор Андрей Клишас пояснил, что инфраструктура автономного Рунета необходима для защиты от внешних угроз. …Клишас вместе с Андреем Луговым и Людмилой Боковой внес в Госдуму законопроект..."
CNews,14.12.18 в 18:19,14.12.18,В Госдуму внесен закон о полностью автономном Рунете,http://www.cnews.ru/news/top/2018-12-14_v_gosdumu_vnesen_zakon_o_polnostyu_avtonomnom,Законопроект вводит понятие номера автономной интернет-системы - уникального идентфикатора совокупности средств связи и иных технических средств в интернете...
Yamobi.Ru,14.12.18 в 17:53,14.12.18,В России собираются создать собственную систему управления Интернетом,http://yamobi.ru/posts/v_rossii_sobirayutsya_sozdat_sobstvennuyu_sistemu_pravleniya_int.html,Законопроект вводит понятие номера автономной интернет-системы - уникального идентфикатора совокупности средств связи и иных технических средств в интернете...
Версия.Инфо,14.12.18 в 18:04,14.12.18,В Госдуме предложили сделать России автономный интернет на случай отключения от мировой сети,https://versiya.info/politika/95860,Такой законопроект 14 декабря внесли три парламентария. …Председатель комитета Совфеда по законадотальству и госстроительству Андрей Клишас вместе с заместителем Людмилой Боковой и депутатом...
Inc.Russia,14.12.18 в 17:53,14.12.18,«Тратиться придется всем». Что означает для бизнеса законопроект об автономной работе интернета в России,https://incrussia.ru/news/avtonomnaya-rabota-runeta/,В Государственную думу внесен законопроект о необходимости обеспечить работу российского сегмента интернета без доступа к зарубежным серверам. …Обеспечение возможности автономной работы...
ФедералПресс,14.12.18 в 17:52,14.12.18,Госдума предложила рунету «защиту от внешних угроз»,http://fedpress.ru/news/77/policy/2166817,"Государственная дума рассмотрит законопроект, который сделает российский сегмент интернета автономным. Таким образом, Рунет может отделиться от мировой сети."
Expert.ru,14.12.18 в 17:37,14.12.18,В Госдуму внесли законопроект об автономной работе Интернета,http://expert.ru/2018/12/14/v-gosdumu-vnesli-zakonoproekt-ob-avtonomnoj-rabote-interneta/?ny,В нижнюю палату российского парламента внесли законопроект об обеспечении автономной работы российского сегмента Интернета при отключении от глобальной Сети.
ФАН,14.12.18 в 17:37,14.12.18,Работу Рунета предложили сделать автономной,https://riafan.ru/1131937-rabotu-runeta-predlozhili-sdelat-avtonomnoi,В Госдуму внесен законопроект об обеспечении автономной работы Интернета в России в случае отключения РФ от глобальной инфраструктуры мировой паутины.
Фонтанка.Ру,14.12.18 в 17:27,14.12.18,В Госдуму внесен законопроект об автономном российском Интернете,https://www.fontanka.ru/2018/12/14/107/,Депутаты и сенаторы законодательно предложили сделать Интернет в России автономным от глобальной сети. …Законопроект 14 декабря в Государственную думу внесли глава комитета Совета Федерации по...
"Читай и думай, Сызрань",14.12.18 в 21:08,14.12.18,Российский интернет сделают автономным... от мировой сети,http://syzrantoday.ru/index.php/news/item/25691-rossijskij-internet-sdelayut-avtonomnym-ot-mirovoj-seti,"Сенаторы Андрей Клишас, Людмила Бокова и депутат Андрей Луговой внесли в Госдуму законопроект, направленный на защиту устойчивой работы интернета в России при возникновении угрозы из-за рубежа..."
Новое время - The New Times,14.12.18 в 16:54,14.12.18,В Госдуму внесли законопроект об автономной работе рунета,https://newtimes.ru/articles/detail/174818/,"«Медуза» напоминает, что российские власти разрабатывают системы для автономной работы интернета как минимум с 2014 года..."
Finam.Ru,14.12.18 в 17:09,14.12.18,В Госдуму внесен законопрект об автономной работе интернета в РФ,https://www.finam.ru/analysis/newsitem/v-gosdumu-vnesen-zakonoprekt-ob-avtonomnoiy-rabote-interneta-v-rf-20181214-170936/,"...содержащий ""защитные меры для обеспечения долгосрочной и устойчивой работы сети Интернет в России, повышения надёжности работы российских интернет-ресурсов""."
Meduza,14.12.18 в 16:39,14.12.18,В Госдуму внесен законопроект об автономной работе российского сегмента интернета,https://meduza.io/news/2018/12/14/v-gosdumu-vnesen-zakonoproekt-ob-avtonomnoy-rabote-rossiyskogo-segmenta-interneta,Последние подобные предложения были представлены в 2017 году. Автономный интернет — это как? Отключат ли Россию от глобального интернета?
KrasnodarMedia,13.12.18 в 11:00,13.12.18,Подведены итоги VII онлайн чемпионата «Изучи интернет – управляй им!»,http://krasnodarmedia.su/news/769185/,"Об АНО ""Координационный центр национального домена сети интернет"": Автономная некоммерческая организация (АНО)..."
Adindex.ru,13.12.18 в 11:01,13.12.18,"АСМР и «странное удовольствие»: почему бренды снимают видео с нежным шепотом, хрустом и шуршанием",https://adindex.ru/publication/opinion/marketing/2018/12/13/216879.phtml,Что такое АСМР В интернете автономную сенсорную меридиональную реакцию (АСМР) часто называют «брейнгазмом».
Муниципальная новостная лента,13.12.18 в 11:30,13.12.18,Итоги VII онлайн чемпионата «изучи интернет – управляй им!»,http://nrnews.ru/news/obrazovanie/102538-itogi-vii-onlayn-chempionata-izuchi-internet-upravlyay-im.html,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Mediasat,13.12.18 в 10:40,13.12.18,WatchGuard Technology: в 2019 году хакеры «положат» интернет,http://mediasat.info/2018/12/13/hackers-down-internet/,"В Watch Guard заявили, что 99.9% «автономных систем» интернета являются «открытыми для враждебного вторжения»."
Голос адыга,11.12.18 в 16:27,11.12.18,Итоги VII онлайн чемпионата «изучи интернет – управляй им!»,http://www.adygvoice.ru/wp/%D0%B8%D1%82%D0%BE%D0%B3%D0%B8-vii-%D0%BE%D0%BD%D0%BB%D0%B0%D0%B9%D0%BD-%D1%87%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82%D0%B0-%D0%B8%D0%B7%D1%83%D1%87%D0%B8-%D0%B8%D0%BD%D1%82%D0%B5%D1%80/,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Сайт города Пермь 59.ru,19.11.18 в 12:01,19.11.18,"Запахи, смог, отличные дороги и автономность в Сети. Авторская колонка: 10 фактов о жизни в Китае",https://59.ru/text/gorod/65635281,"Факт 7. Китай автономен в интернете Даже если во всём мире перестанет существовать YouTube, Instagram, Twitter и Facebook..."
Mediasat,13.11.18 в 13:10,13.11.18,От 4G к 5G: в 5G Americas рассказали об эволюции беспроводной связи,http://mediasat.info/2018/11/13/powering-the-5g-future/,"Выпуск No15 знаменует начало новой эпохи 5G – эпохи новых технологий, открывающих путь к появлению Интернета вещей, автономных транспортных средств и систем связи повышенной..."
Trashbox.ru,05.11.18 в 13:58,05.11.18,Diablo Immortal не будет работать без подключения к интернету,https://trashbox.ru/topics/120698/diablo-immortal-ne-budet-rabotat-bez-podklyucheniya-k-internetu,"Он подтвердил, что запустить игру можно будет исключительно с подключением к интернету, в автономном режиме продукт просто не запустится."
Оружие России,29.10.18 в 06:00,29.10.18,Константин Емельянов: «космический цех» дешевле покупки аппаратуры в США,http://www.arms-expo.ru/news/kosmos/konstantin_emelyanov_kosmicheskiy_tsekh_deshevle_pokupki_apparatury_v_ssha/,"Когда мы говорим о цифровой экономике, роботах, автономных машинах, интернете вещей, даже искусственном интеллекте, мы должны понимать, что все это существует в цифровом мире."
РИА Новости,25.10.18 в 11:00,25.10.18,Константин Емельянов: «космический цех» дешевле покупки аппаратуры в США,https://ria.ru/interview/20181025/1531402181.html,"Когда мы говорим о цифровой экономике, роботах, автономных машинах, интернете вещей, даже искусственном интеллекте, мы должны понимать, что все это существует в цифровом мире."
IT-World,22.10.18 в 13:36,22.10.18,Участники российского рынка больших данных создали собственную Ассоциацию,https://www.it-world.ru/it-news/it/141769.html,Руководство Ассоциации также заявило о намерении тесно сотрудничать с Институтом развития Интернета (ИРИ) - автономной некоммерческой организацией...
Gorsite.ru,19.10.18 в 12:00,19.10.18,Полиция поймала аферистов с пожарными извещателями в Куйбышевском районе,https://kuybishev.gorsite.ru/news/gorod/politsiia-poimala-aferistov-s-pozharnymi-izveshcha/,"Как сообщают в ГУ МЧС России по Новосибирской области, в интернете такой автономных дымовой извещатель можно купить за 350-500 рублей."
ГТРК Новосибирск,19.10.18 в 10:02,19.10.18,"В Новосибирской области задержали аферистов, продававших пожарные датчики под видом сотрудников МЧС",http://www.nsktv.ru/news/crime/v_novosibirskoy_oblasti_zaderzhali_aferistov_prodavavshikh_pozharnye_datchiki_pod_vidom_sotrudnikov_mchs_191020181402/,"В интернете автономный дымовой пожарный извещатель продается по цене 350-500 рублей, такой же, но более усовершенствованный, прибор с..."
Новости Узбекистана,19.10.18 в 09:13,19.10.18,"Исчезновение Хашогги: пять вопросов, на которые пока нет ответа",https://nuz.uz/v-mire/36266-ischeznovenie-hashoggi-pyat-voprosov-na-kotorye-poka-net-otveta.html,"Во-вторых, разобрав все возможные варианты связи часов с телефоном или автономно с интернетом, Кехлан-Джонс приходит к выводу..."
АиФ Новосибирск,19.10.18 в 08:34,19.10.18,"В НСО задержали мошенников, которые представлялись сотрудниками МЧС",http://www.nsk.aif.ru/incidents/v_nso_zaderzhali_moshennikov_kotorye_predstavlyalis_sotrudnikami_mchs,"В интернете цена автономного дымового пожарного извещателя 350-500 рублей, прибора с GSM-модулем - до 2,5 тысяч рублей."
Вечерний курьер,19.10.18 в 07:10,19.10.18,"В Новосибирской области задержали аферистов, продававших под видом проверок силовиков по завышенным ценам дымовые и газовые датчики",https://vk-smi.ru/regions/novosibirsk/77759,"В интернете автономный дымовой пожарный извещатель продается по цене 350-500 рублей, такой же, но более усовершенствованный прибор с GSM-модулем..."
Srnsk,19.10.18 в 06:13,19.10.18,Технологии NVIDIA станут основой автомобилей будущего от Volvo,http://srnsk.ru/2018/10/12/tehnologii-nvidia-stanut-osnovoj-avtomobilej-budushhego-ot-volvo/,"Новая архитектура добавит к ключевым характеристикам — безопасности и модульности — передовые технологии в сферах электрификации, подключения к интернету и автономного..."
BBC Russian,18.10.18 в 23:14,18.10.18,"Исчезновение Хашогги: пять вопросов, на которые пока нет ответа",https://www.bbc.com/russian/features-45902164,"EPA Невеста Хашогги - Хатидже Дженгиз - ждала его около консульства 11 часов Во-вторых, разобрав все возможные варианты связи часов с телефоном или автономно с интернетом..."
Телеканал новин 24,12.10.18 в 09:25,12.10.18,NVIDIA разработает новый бортовой компьютер для автомобилей Volvo,https://24tv.ua/techno/ru/nvidia_razrabotaet_novyj_bortovoj_kompjuter_dlja_avtomobilej_volvo_n1046228,"Новая архитектура добавит к ключевым характеристикам – безопасности и модульности – передовые технологии в сферах электрификации, подключения к интернету и автономного..."
ADVIS.ru,02.10.18 в 10:59,02.10.18,4 октября на эксперты «Глобальной энергии» рассмотрят три фактора устойчивого развития энергетики будущего,http://www.advis.ru/php/view_news.php?id=46F42B11-F882-BA44-AA80-A2AFDE5CFE16,"О том какие перспективы предоставляют аналитика больших данных, интернет вещей, автономные беспилотные системы и аддитивное производство расскажут член..."
ADVIS.ru,28.09.18 в 14:18,28.09.18,РЭН – 2018: Эксперты «Глобальной энергии» рассмотрят 4 октября три фактора устойчивого развития энергетики будущего,http://www.advis.ru/php/view_news.php?id=502E2C51-2EEA-2248-9758-FD3CD1B8BDF4,"О том какие перспективы предоставляют аналитика больших данных, интернет вещей, автономные беспилотные системы и аддитивное производство расскажут член..."
Day2Day,23.08.18 в 16:40,23.08.18,Открылась регистрация на VII виртуальный чемпионат для школьников «Изучи интернет - управляй им»,https://www.day.today/news/otkrylas-registratsiya-na-vii-virtualnyy-chempionat-dlya-shkolnikov-izuchi-internet-upravlyay-im,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Retail & Loyalty,22.08.18 в 16:33,22.08.18,Инновационный форум Oracle IMPACT – уже в сентябре,http://www.retail-loyalty.org/news/innovatsionnyy-forum-oracle-impact-uzhe-v-sentyabre/,"...маркетологи, молодые предприниматели, а также все, кто заинтересован в применении технологий блокчейна, автономных вычислений, интернета вещей..."
Cossa.ru,22.08.18 в 10:26,22.08.18,"Oracle IMPACT для бизнеса: загляните в будущее машинного обучения, блокчейна и интернета вещей",http://www.cossa.ru/news/219919/,"...маркетологов, молодых предпринимателей, а также всех, кто заинтересован в применении технологий блокчейна, автономных вычислений, интернета вещей и искусственного..."
Банковское обозрение,20.08.18 в 17:32,20.08.18,Премьера Oracle IMPACT: визионеры Oracle и рынка приглашают заглянуть «за облака» на инновационном форуме в Москве,https://bosfera.ru/press-release/premera-oracle-impact-vizionery-oracle-i-rynka-priglashayut-zaglyanut-za-oblaka-na,"...маркетологи, молодые предприниматели, а также все, кто заинтересован в применении технологий блокчейна, автономных вычислений, интернета вещей..."
ИА АмурПРЕСС,20.08.18 в 03:44,20.08.18,Открылась регистрация на VII виртуальный чемпионат для школьников «Изучи интернет - управляй им»,http://amurpress.ru/business/12253/,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
168 часов,17.08.18 в 09:01,17.08.18,Ивановских школьников приглашают поучаствовать в виртуальном чемпионате,http://www.168.ru/news.html?id=22811,Об АНО Координационный центр национального домена сети интернет: Автономная некоммерческая организация (АНО)...
Голос адыга,16.08.18 в 11:33,16.08.18,Открылась регистрация на VII виртуальный чемпионат для школьников «Изучи интернет — управляй им»,http://www.adygvoice.ru/wp/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D0%BB%D0%B0%D1%81%D1%8C-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D1%8F-%D0%BD%D0%B0-vii-%D0%B2%D0%B8%D1%80%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B/,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Улбизнес,16.08.18 в 12:15,16.08.18,Открылась регистрация на VII виртуальный чемпионат для школьников «Изучи интернет — управляй им»,https://ulbusiness.ru/otkrylas-registratsiya-na-vii-virtualnyj-chempionat-dlya-shkolnikov-izuchi-internet-upravlyaj-im/,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Новости нанотехнологий и нанобизнеса,13.08.18 в 22:53,13.08.18,Умная ферма. Какой она будет?,http://www.nanonewsnet.ru/news/2018/umnaya-ferma-kakoi-ona-budet,"Подключенная ферма: датчики и Интернет вещей Автономные сельскохозяйственные роботы и дроны принесут фермерам много пользы, но по-настоящему «умной» ферму будущего сделают..."
Новости Интернета вещей,08.08.18 в 11:53,08.08.18,Samsung инвестирует $22 млрд в перспективные технологии,https://iot.ru/promyshlennost/samsung-investiruet-22-mlrd-v-perspektivnye-tekhnologii,"...суждено способствовать трансформации индустрии, а телекоммуникационная технология нового поколения 5G создаст новые возможности в автономном вождении, Интернете вещей..."
Телеканал 360°,06.08.18 в 17:19,06.08.18,Технологию проверки подлинности видео представил резидент ОЭЗ «Дубна»,https://360tv.ru/news/nauka_i_tehnologiya/tehnologiju-proverki-podlinnosti-video-predstavil-rezident-oez-dubna/,"А вот PROVER Clapperboard, предназначено для заверения видеоконтента, записываемого на любые цифровые камеры, в том числе, работающие автономно без интернет подключения»..."
Администрация Пушкинского МО,06.08.18 в 16:42,06.08.18,Резидент ОЭЗ «Дубна» выводит на рынок новую технологию на базе блокчейна,http://adm-pushkino.ru/about/info/news/25120/,"А вот PROVER Clapperboard, предназначено для заверения видеоконтента, записываемого на любые цифровые камеры, в том числе, работающие автономно без интернет подключения»."
РИАМО,06.08.18 в 20:50,06.08.18,Резидент ОЭЗ «Дубна» выводит на рынок новую технологию подтверждения подлинности видео,https://riamo.ru/article/304374/rezident-oez-dubna-vyvodit-na-rynok-novuyu-tehnologiyu-podtverzhdeniya-podlinnosti-video.xl,"А вот Prover Clapperboard предназначено для заверения видеоконтента, записываемого на любые цифровые камеры, в том числе, работающие автономно без интернет-подключения..."
РИА Новости,06.08.18 в 16:38,06.08.18,В Подмосковье создана технология для проверки подлинности видеоконтента,https://ria.ru/mo/20180806/1526026731.html,"А вот PROVER Clapperboard предназначено для заверения видеоконтента, записываемого на любые цифровые камеры, в том числе, работающие автономно без интернет-подключения""..."
Правительство Московской области,06.08.18 в 20:59,06.08.18,Резидент ОЭЗ «Дубна» представил новую технологию подтверждения подлинности видео,http://mosreg.ru/sobytiya/novosti/news-submoscow/rezident_oez_dubna_vyvodit_na_rynok_novuyu_tehnologiyu_podtverzhdeniya_podlinnosti_video_1501,"А вот Prover Clapperboard предназначено для заверения видеоконтента, записываемого на любые цифровые камеры, в том числе работающие автономно без интернет-подключения."
Вестник золотопромышленника,31.07.18 в 11:00,31.07.18,Золото всё больше становится промышленным металлом,https://gold.1prime.ru/analytics/20180731/272235.html,"...развитию интернета вещей, автономных автомобилей и искусственного интеллекта."
Элитный трейдер,31.07.18 в 17:39,31.07.18,Золото всё больше становится промышленным металлом,http://elitetrader.ru/index.php?newsid=409070,"...развитию интернета вещей, автономных автомобилей и искусственного интеллекта."
Investing.com,23.07.18 в 16:51,23.07.18,В предстоящем отчете Alphabet обратите внимание на расходы компании,https://ru.investing.com/analysis/article-200237338,"Это происходит в то время, когда компания агрессивно инвестирует в будущие области роста, такие как автономные автомобили, Интернет вещей и облачные вычисления."
КП - Югра,10.07.18 в 05:59,10.07.18,В Югре некоторые предприниматели могут перейти на онлайн-кассы в следующем году,https://www.ugra.kp.ru/online/news/3169491/,"...подтверждающего расчет, а в местностях удаленных от сетей связи применяются кассы без подключения к сети Интернет (автономный режим)."
Вечерняя Москва,03.07.18 в 22:19,03.07.18,Эксперт: Параллельный Интернет в России нам только на руку,http://vm.ru/news/511161.html,"- В мире уже существует практика автономного Интернета, - рассказывает специалист в области компьютерных технологий Александр Андреев."
В Городе N,03.07.18 в 15:47,03.07.18,В России рассматривают возможность создания альтернативного интернета,http://www.vgoroden.ru/novosti/v-rossii-rassmatrivayut-vozmozhnost-sozdaniya-alternativnogo-interneta-id293294,"Кроме того, президент поручил разработать инструменты для автономного управления интернетом, которые помогли бы избавиться от доминирования США и стран ЕС в Сети."
dev.by,27.06.18 в 13:27,27.06.18,Facebook передумала раздавать интернет с автономных «солнечных» дронов,https://dev.by/lenta/main/facebook-prekraschaet-razrabotku-internet-drona-aquila,"Компания Facebook объявила, что заканчивает разработку собственного интернет-дрона на солнечной энергии и закрывает производство в британском Бриджуотере, сообщает TechCrunch. …С учётом..."
Новости нанотехнологий и нанобизнеса,19.06.18 в 14:51,19.06.18,"ФРИИ инвестирует 47,5 миллионов рублей в стартапы: запустился 15 Акселератор",http://www.nanonewsnet.ru/news/2018/frii-investiruet-475-millionov-rublei-v-startapy-zapustilsya-15-akselerator,Интернет вещей 13. WOLNA (Воронеж) — автономный интернет-радиоприемник для прослушивания радио в цифровом формате через Wi-Fi...
vc.ru,15.06.18 в 12:26,15.06.18,"Список: 19 стартапов, которые получат 47,5 млн рублей от ФРИИ",https://vc.ru/40110-spisok-19-startapov-kotorye-poluchat-47-5-mln-rubley-ot-frii?from=yandex,"Wolna (Воронеж) — автономный интернет-радиоприёмник для прослушивания радио в цифровом формате через Wi-Fi, без использования дополнительных устройств..."
Rusbase,15.06.18 в 11:24,15.06.18,"ФРИИ выбрал 19 стартапов для акселератора с инвестициями 47,5 млн рублей",https://rb.ru/news/frii-akselerator-investicii/,...воронежский стартап WOLNA с автономным интернет-радиоприемником для прослушивания радио в цифровом формате через Wi-Fi; компания из.
REGNUM,14.06.18 в 15:29,14.06.18,Архитектура Telegram: готов ли Роскомнадзор к автономности рунета?,https://regnum.ru/news/2431411.html,"И не надо было начинать до тех пор, пока мы не сможем построить свой, полностью автономный аналог интернета», — заключает программист."
dev.by,14.06.18 в 09:00,14.06.18,Можно ли хрущёвку сделать умной? 18 наивных вопросов про «умный дом»,https://dev.by/lenta/main/18-naivnyh-voprosov-pro-umnyy-dom,"16. А если пропадёт интернет — дом снова станет глупым? Системы умного дома — автономные, им интернет почти не нужен."
Nag.ru,01.06.18 в 09:35,01.06.18,Фермерство будущего: автоматизация и IoT,http://nag.ru/go/text/101443/,"Подключенная ферма: датчики и Интернет вещей Автономные сельскохозяйственные роботы и дроны принесут фермерам много пользы, но по-настоящему ""умной"" ферму будущего сделают..."
BitCryptoNews,25.05.18 в 19:00,25.05.18,КАМАЗ: будущее за блокчейном и смарт-контрактами,https://bitcryptonews.ru/news/tech/v-kamaz-schitayut-chto-budushhee-za-blokchejnom-i-smart-kontraktami,"...(промышленный интернет вещей, автономные роботы, дополненная реальность в производстве и сервисе)», — утверждает Борис Морозов."
ИКС,22.05.18 в 15:44,22.05.18,В Иннополисе тестируют сеть 5G,http://www.iksmedia.ru/news/5500090-V-Innopolise-testiruyut-set.html,"...У.Рашид Хусейн, доцент Университета Иннополис уверен, что появление 5G положительно повлияет на многие сферы: умные и автономные автомобили, интернет вещей (IoT) и другую."
Драйв,17.05.18 в 10:08,17.05.18,Группа BMW открыла исследовательский центр в Пекине,https://www.drive.ru/news/bmw/5afd08bdec05c4a36d00002c.html,"Основные направления деятельности обозначены ясно: подключённые автомобили (удалённые сервисы, общение машин, «интернет вещей»), автономное движение и электрокары."
Заря (Талдом),17.04.18 в 12:09,17.04.18,Талдомчане могут принять участие в семейном IT-марафоне,http://intaldom.ru/novosti/obschestvo/taldomcy-mogut-prinyat-uchastie-v-semeynom-it-marafone,* Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Калужские новости,16.04.18 в 17:36,16.04.18,«Ростелеком» и Координационный центр доменов .RU.РФ приглашают на семейный IT-марафон,http://kaluganews.ru/fn_357825.html,Об АНО «Координационный центр национального домена сети интернет»: Автономная некоммерческая организация (АНО)...
Медиа-Центр 35media.ru,16.04.18 в 12:29,16.04.18,Более 73 процентов вологжан постоянно проводят время в Сети,http://www.35media.ru/articles/2018/04/16/bolee-73-procentov-vologzhan-postoyanno-provodyat-vremya-v-seti,"...4 %. Самые активные по доле пользователей Интернета регионы — автономные округа: Ямало-Ненецкий АО (96,6 % жителей пользовались Сетью в 2017-м), Ханты-Мансийский АО (91..."
